ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
1482	a k i # r i j i	1195	stick [of wood]	Tacana	aki riji	palo	a k i + r i j i	aki riji	aki/tree riji/stick	63 41		0
1483	a c u i	1192	stick [of wood]	Cavinena	acui	palo	a cu/k i	acui	aki/tree	63		0
1484	a c u i	1192	stick [of wood]	Ese_ejja	acui	palo	a cu/k i	acui	aki/tree	63		0
1485	i s i s + a + p u k	26	ashes	Matses	isisapuk	ceniza	i s i s + a + p u k	isisapuk	hot dust ?	1541 26	!	99 100 94
1486	ts i s + m a p u k	26	ashes	Matis	tsismapuk	ceniza	ts i s + m a p u k	tsismapuk	hot dust	1540 26		98 95
1487	m i ʃ + p u -	26	ashes	Marubo	miʃpu	ceniza	m i ʃ + p u	miʃpu	miʃ dust	1508 26		93 94
1488	tʃ i + m a p u -	26	ashes	Shipibo_Konibo	tʃi mapu	ceniza	tʃ i + m a p u	tʃi mapu	fire ash	1540 26		97 95
1489	tʃ i + m a p u -	26	ashes	Kapanawa	tʃi mapu	ceniza	tʃ i + m a p u	tʃi mapu	fire dust	1540 26		97 95
1490	b a p u -	26	ashes	Arara	bapu	ceniza	b a p u	bapu	dust			0
1491	m a p u -	26	ashes	Shanenawa	mapu	ceniza	m a p u	mapu	dust	26		95
1492	h ɨ n a + m a p u -	26	ashes	Iskonawa	hɨna mapu	ceniza	h ɨ n a + m a p u	hɨna mapu	fire dust	1539 26		96 95
1493	tʃ i ʔ i + m i ʃ + p u -	26	ashes	Chakobo	tʃiʔimiʃpu	ceniza	tʃ i ʔ i + m i ʃ + p u	tʃi?imiʃpu	_fire miʃ _dust	1540 1508 26		92 93 94
1494	m i ʃ + p u -	26	ashes	Pakawara	miʃpu	ceniza	m i ʃ + p u	miʃpu	miʃ dust	1508 26		93 94
1495	tʃ i + m a p o -	26	ashes	Kakataibo	tʃimapo	ceniza	tʃ i + m a p o	tʃimapo	fire dust	1540 26		97 95
1496	m a p uː -	26	ashes	Kaxarari	mapuu	ceniza	m a p uː	mapuu	dust			95
1497	b a p u -	26	ashes	Mastanawa	bapu	ceniza	b a p u	bapu	dust			95
1498	β a p u -	26	ashes	Chaninawa	βapu	ceniza	β a p u	βapu	dust			95
1499	tʃ i + b a p u -	26	ashes	Sharanawa	t͡ʃibapu	ceniza	tʃ i + b a p u	t͡ʃibapu	fire ash	1540 26		97 95
1500	k u ɾ u	28	ashes	Amawaka	kuɾu	ceniza	k u ɾ u	kuɾu	ashes			91
1501	b a p u -	26	ashes	Nawa	bapu	ceniza	b a p u	bapu	dust			95
1502	b a p u -	26	ashes	Marinawa	bapu	ceniza	b a p u	bapu	dust			95
1503	b a p u -	26	ashes	Yaminawa	bapu	ceniza	b a p u	bapu	dust			95
1504	m a p u -	26	ashes	Kashinawa_P	mapu	ceniza	m a p u	mapu	dust			95
1505	tʃ i + m a p u -	26	ashes	Kashinawa_B	tʃimapu	ceniza	tʃ i + m a p u	tʃimapu	fire dust	1540 26		97 95
1506	- t i m o	27	ashes	Araona	timo	ceniza	t i m o	timo				0
1507	e t i m u	27	ashes	Tacana	etimu	ceniza	e t i m u	etimu				0
1508	- - - - - - - - - - m u - r u -	1547	ashes	Cavinena	muru	ceniza	m u r u	muru				0
1509	c u a qu/k i + m a dʒː o	29	ashes	Ese_ejja	cuaquimajjo	ceniza	c u a qu/k i + m a dʒː o	cuaquimajjo		29 1542		0
1510	n i + m ɨ d u k	1516	woods (forest)	Matses	nimɨduk	bosque (= monte in Peru)	n i + m ɨ d u k	nimɨduk	forest _inside?	67		4709 4714
1511	n i	1511	woods (forest)	Matis	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1512	n i	1511	woods (forest)	Marubo	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1513	n iː	1511	woods (forest)	Katukina	nii	bosque (= monte in Peru)	n iː	nii	forest	38		4709
1514	n i	1511	woods (forest)	Shipibo_Konibo	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1515	n i	1511	woods (forest)	Kapanawa	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1516	d i - -	1511	woods (forest)	Arara	di	bosque (= monte in Peru)	d i	di	forest	50		0
1517	n i	1511	woods (forest)	Shanenawa	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1518	n i	1511	woods (forest)	Yawanawa	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1519	h a m u	1517	woods (forest)	Nukini	hamu	bosque (= monte in Peru)	h a m u	hamu	hamu/forest	60		4715
1520	d i	1511	woods (forest)	Poyanawa	di	bosque (= monte in Peru)	d i	di	forest	50		4711
1521	n i	1511	woods (forest)	Iskonawa	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1522	n i + ʔ i	1511	woods (forest)	Chakobo	niʔi	bosque (= monte in Peru)	n i + ʔ i	ni?i	forest	38 52	!	4709 4710
1523	n i	1511	woods (forest)	Kakataibo	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1524	u tʃ a	1515	woods (forest)	Kaxarari	utʃa	bosque (= monte in Peru)	u tʃ a	utʃa	sin			4713
1525	d iː	1511	woods (forest)	Mastanawa	di:	bosque (= monte in Peru)	d iː	di:	forest	50		4711
1526	d iː	1511	woods (forest)	Chaninawa	di:	bosque (= monte in Peru)	d iː	di:	forest	50		4711
1527	d i	1511	woods (forest)	Sharanawa	di	bosque (= monte in Peru)	d i	di	forest	50		4711
1528	n i + ʔ i	1511	woods (forest)	Amawaka	niʔi	bosque (= monte in Peru)	n i + ʔ i	niʔi	forest	38 52	!	4709 4710
1529	d i	1511	woods (forest)	Nawa	di	bosque (= monte in Peru)	d i	di	forest	50		4711
1530	d i	1511	woods (forest)	Marinawa	di	bosque (= monte in Peru)	d i	di	forest	50		4711
1531	d i	1511	woods (forest)	Yaminawa	di	bosque (= monte in Peru)	d i	di	forest	50		4711
1532	n i + β u	1511	woods (forest)	Kashinawa_P	niβu	bosque (= monte in Peru)	n i + β u	niβu	forest _βu	38		4709 4712
1533	n i	1511	woods (forest)	Kashinawa_B	ni	bosque (= monte in Peru)	n i	ni	forest	38		4709
1534	e i j e	1512	woods (forest)	Araona	eiye	bosque (= monte in Peru)	e i j e	eiye	eije/forest	34		0
1535	ʔ	1518	woods (forest)	Tacana	ʔ	bosque (= monte in Peru)	ʔ	?		32	! check word, maybe it is missin	0
1536	e q u i q u e	1513	woods (forest)	Cavinena	equique	bosque (= monte in Peru)	e qu/k i + qu/k e	equique	aki/tree _tree/REDUPLICATION	63 66		0
1537	ʔ	1514	woods (forest)	Ese_ejja	ʔ	bosque (= monte in Peru)	ʔ	?		33	! check if this is not missing	0
1538	m a k u ɨ ʂ - -	760	mountain	Matses	makuɨʂ	montaña (hill = cerro loma)	m a k u ɨ ʂ	makuɨʂ	head _kuɨs		!	2350
1539	u d u k u t e	763	mountain	Matis	udukute	montaña (hill = cerro loma)	u d u k u t e	udukute	?			2349
1540	m a tʃ - - i	741	mountain	Marubo	matʃi	montaña (hill = cerro loma)	m a tʃ i	matʃi	head _tʃi		!	2345
1541	m a ts i	741	mountain	Kanamari	matsi	montaña (hill = cerro loma)	m a ts i	matsi	head _tsi		!	2346
1542	m a n a n	759	mountain	Shipibo_Konibo	manan	montaña (hill = cerro loma)	m a n a n	manan	head _nan		!	2347
1543	m a t - - u	741	mountain	Shipibo_Konibo	matu	montaña (hill = cerro loma)	m a t u	matu	head _tu		!	2345
1544	m a n a n	759	mountain	Kapanawa	manan	montaña (hill = cerro loma)	m a n a n	manan	head _nan		!	2347
1545	m a tʃ - - i	741	mountain	Kapanawa	matʃi	montaña (hill = cerro loma)	m a tʃ i	matʃi	head _tʃi		!	2345
1546	b a - tʃ - - - - i	741	mountain	Arara	batʃi	montaña (hill = cerro loma)	b a tʃ i	batʃi	head _tʃi			0
1547	m a tʃ - - i	741	mountain	Shanenawa	matʃi	montaña (hill = cerro loma)	m a tʃ i	matʃi	head _tʃi		!	2345
1548	m a tʃ - - i	741	mountain	Yawanawa	matʃi	montaña (hill = cerro loma)	m a tʃ i	matʃi	head _tʃi		!	2345
1549	m a tʃ - - i	741	mountain	Iskonawa	maʧi	montaña (hill = cerro loma)	m a tʃ i	maʧi	head _ʧi		!	2345
1550	m a tʃ - - i	741	mountain	Chakobo	maitɨmatʃi	montaña (hill = cerro loma)	m a tʃ i	maitɨmatʃi	head _t͡ʃi		!	2345
1551	m a tʃ i β a	741	mountain	Pakawara	matʃiβa	montaña (hill = cerro loma)	m a tʃ i β a	matʃiβa	head _tʃiβa		!	2345
1552	β a ʃ - - i	741	mountain	Kakataibo	βaʃi	montaña (hill = cerro loma)	β a ʃ i	βaʃi	head _ʃi		!	2345
1553	m ɨ k u	758	mountain	Kaxarari	mɨku	montaña (hill = cerro loma)	m ɨ k u	mɨku	?			2348
1554	m ã k u - ʃ a i	760	mountain	Kaxarari	mãkuʃai	montaña (hill = cerro loma)	m ã k u ʃ a i	mãkuʃai	head _kuʃai		!	2350
1555	k a r ɨ	761	mountain	Kaxarari	karɨ	montaña (hill = cerro loma)	k a r ɨ	karɨ	?			2352
1556	ɸ a tʃ - - i	741	mountain	Mastanawa	ɸat͡ʃi	montaña (hill = cerro loma)	ɸ a tʃ i	ɸat͡ʃi	head _t͡ʃi		!	2345
1557	b a tʃ - - i	741	mountain	Chaninawa	bat͡ʃi	montaña (hill = cerro loma)	b a tʃ i	bat͡ʃi	head _t͡ʃi		!	2345
1558	d i ɸ u	752	mountain	Sharanawa	diɸu	montaña (hill = cerro loma)	d i ɸ u	diɸu	forest _ɸu		!	2351
1559	m a tʃ - - i	741	mountain	Amawaka	mat͡ʃi	montaña (hill = cerro loma)	m a tʃ i	mat͡ʃi	head _t͡ʃi		!	2345
1560	b a tʃ - - i	741	mountain	Nawa	baʧi	montaña (hill = cerro loma)	b a tʃ i	baʧi	head _ʧi		!	2345
1561	b a tʃ - - i	741	mountain	Marinawa	baʧi	montaña (hill = cerro loma)	b a tʃ i	baʧi	head _ʧi		!	2345
1562	b a tʃ - - i	741	mountain	Yaminawa	baʧi	montaña (hill = cerro loma)	b a tʃ i	baʧi	head _ʧi		!	2345
1563	m a w a -	756	mountain	Kashinawa_P	mawa	montaña (hill = cerro loma)	m a w a	mawa	head _wa		!	2347
1564	m a tʃ - - i	741	mountain	Kashinawa_B	matʃi	montaña (hill = cerro loma)	m a tʃ i	matʃi	head _tʃi		!	2345
1565	e w a ʃ o k u e	765	mountain	Araona	ewashokue	montaña (hill = cerro loma)	e w a ʃ o k u e	ewashokue				0
1566	e w a t i j i t i j i	762	mountain	Araona	ewatijitiji	montaña (hill = cerro loma)	e w a t i j i t i j i	ewatijitiji				0
1567	- e - - - m a t a	1566	mountain	Tacana	emata	montaña (hill = cerro loma)	e m a t a	emata				0
1568	- e - - - m a t a	1566	mountain	Cavinena	emata	montaña (hill = cerro loma)	e m a t a	emata				0
1569	e i j o	764	mountain	Ese_ejja	eiyo	montaña (hill = cerro loma)	e i j o	eiyo				0
1570	a k + t e	913	river	Matses	akte	rio	a k + t e	akte	do _-:suffix/te			764 37
1571	ʈʂ ɨ ʂ ɨ	912	river	Matis	tʂɨʂɨ	rio	ʈʂ ɨ ʂ ɨ	tʂɨʂɨ	?			2877
1572	w a k a	906	river	Marubo	waka	rio	w a k a	waka	liquid			2874
1573	n u a	908	river	Katukina	nua	rio	n u a	nua	?			2875
1574	n u a	908	river	Kanamari	nua	rio	n u a	nua	?			2875
1575	p a r u	907	river	Shipibo_Konibo	paru	rio	p a r u	paru	large_river			2876
1576	p a r u	907	river	Kapanawa	paru	rio	p a r u	paru	large_river			2876
1577	w a k a	906	river	Kapanawa	waka	rio	w a k a	waka	liquid			2874
1578	β ã k a	906	river	Arara	βãka	rio	β ã k a	βãka	liquid			0
1579	w a k a	906	river	Shanenawa	waka	rio	w a k a	waka	liquid			2874
1580	β a k a	906	river	Yawanawa	βaka	rio	β a k a	βaka	liquid			2874
1581	w a k a	906	river	Poyanawa	waka	rio	w a k a	waka	liquid			2874
1582	w a k a	906	river	Iskonawa	waka	rio	w a k a	waka	liquid			2874
1583	- a n i	905	river	Chakobo	ani	rio	a n i	ani	large			2873
1584	ʔ a n i	898	river	Pakawara	ʔani	rio	ʔ a n i	?ani	large			2873
1585	p a r o	907	river	Pakawara	paro	rio	p a r o	paro	large_river			2876
1586	β a k a	906	river	Kakataibo	βaka	rio	β a k a	βaka	liquid			2874
1587	w a k a	906	river	Kaxarari	waka	rio	w a k a	waka	liquid			2874
1588	- ɨ d ɨ	905	river	Mastanawa	ɨdɨ	rio	ɨ d ɨ	ɨdɨ	water			2872
1589	- ɨ d ɨ	905	river	Chaninawa	ɨdɨ	rio	ɨ d ɨ	ɨdɨ	water			2872
1590	- ɨ d ɨ	905	river	Sharanawa	ɨdɨ	rio	ɨ d ɨ	ɨdɨ	water			2872
1591	h ɨ ⁿd ɨ	905	river	Amawaka	hɨndɨ	rio	h ɨ ⁿd ɨ	hɨndɨ	water			2872
1592	- ɨ d ɨ	905	river	Nawa	ɨdɨ	rio	ɨ d ɨ	ɨdɨ	water			2872
1593	u m p a ʂ	914	river	Nawa	umpaʂ	rio	u m p a ʂ	umpaʂ	water			2880
1594	- ɨ ⁿd ɨ	905	river	Marinawa	ɨndɨ	rio	ɨ ⁿd ɨ	ɨndɨ	water			2872
1595	w a ʔ a	906	river	Yaminawa	waʔa	rio	w a ʔ a	waʔa	liquid			2874
1596	h ɨ n ɨ	905	river	Kashinawa_P	hɨnɨ	rio	h ɨ n ɨ	hɨnɨ	water			2873
1597	h ɨ n ɨ	905	river	Kashinawa_B	hɨnɨ	rio	h ɨ n ɨ	hɨnɨ	water			2873
1598	m a n o	910	river	Araona	mano	rio	m a n o	mano				0
1599	e n a	909	river	Tacana	ena	rio	e n a	ena				0
1600	c u e r i	911	river	Cavinena	cueri	rio	c u e r i	cueri				0
1601	e n a	909	river	Ese_ejja	ena	rio	e n a	ena				0
1602	tʃ i - a n -	579	lake	Matses	tʃian	lago	tʃ i a n	tʃian	large lake		!	1966
1603	tʃ a - - n -	579	lake	Matis	tʃan	lago	tʃ a n	tʃan	large lake		!	1966
1604	- j a n -	658	lake	Marubo	jan	lago	j a n	jan	lake			1969
1605	- i - a n -	658	lake	Katukina	ian	lago	i a n	ian	lake			1966
1606	- j a n -	658	lake	Shipibo_Konibo	yan	lago	j a n	yan	lake			1969
1607	- i - a n -	658	lake	Kapanawa	ian	lago	i a n	ian	lake			1966
1608	- - ĩ - - - - - ã	658	lake	Arara	ĩã	lago	ĩ ã	ĩã	lake			0
1609	- i - a n -	658	lake	Shanenawa	ian	lago	i a n	ian	lake			1966
1610	- i - a n -	658	lake	Yawanawa	ian	lago	i a n	ian	lake			1966
1611	- j ã	658	lake	Iskonawa	j̃ã	lago	j ã	j̃ã	lake			1967
1612	- i - a n ɨ	658	lake	Chakobo	ianɨ	lago	i a n ɨ	ianɨ	lake			1966
1613	i j a n a	658	lake	Pakawara	iyana	lago	i j a n a	iyana	lake			1969
1614	- i - a n -	658	lake	Kakataibo	ian	lago	i a n	ian	lake			1966
1615	- i j a n - + ã tʃ u a	658	lake	Kaxarari	iyanãtʃua	lago	i j a n + ã tʃ u a	iyanãtʃua	lake _antʃua			1966 1968
1616	- j a n ɨ	658	lake	Kaxarari	janɨ	lago	j a n ɨ	janɨ	lake			1969
1617	ɨ d ɨ	660	lake	Mastanawa	ɨdɨ	lago	ɨ d ɨ	ɨdɨ	water			1970
1618	i j a	658	lake	Chaninawa	ija	lago	i j a	ija	lake			1967
1619	i j̃ ã	658	lake	Sharanawa	ij̃ã	lago	i j̃ ã	ij̃ã	lake			1967
1620	i n j a	658	lake	Amawaka	inja	lago	i n j a	inja	lake			1965
1621	ĩ j ã	658	lake	Nawa	ĩjã	lago	ĩ j ã	ĩjã	lake			1967
1622	i ɲ - a	658	lake	Marinawa	iña	lago	i ɲ a	iña	lake			1965
1623	ĩ j a	658	lake	Yaminawa	ĩja	lago	ĩ j a	ĩja	lake			1967
1624	i - - a	658	lake	Kashinawa_P	ia	lago	i a	ia	lake			1965
1625	i - - ã	658	lake	Kashinawa_B	iã	lago	i ã	iã	lake			1965
1626	b a i	659	lake	Araona	bai	lago	b a i	bai				0
1627	b a i	659	lake	Tacana	bai	lago	b a i	bai				0
1628	b e i	659	lake	Cavinena	bei	lago	b e i	bei				0
1629	b a i	659	lake	Ese_ejja	bai	lago	b a i	bai				0
1630	p o d k e d	917	road (path)	Matses	podked	carretera (camino trocha sendero)	p o d k e d	podqued	deviate			2903
1631	β a - i	915	road (path)	Matis	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1632	β a - i	915	road (path)	Marubo	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1633	β a - i	915	road (path)	Katukina	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1634	β a ʔ i	915	road (path)	Kanamari	βaʔi	carretera (camino trocha sendero)	β a ʔ i	βa?i	path			2901
1635	β a - i	915	road (path)	Shipibo_Konibo	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1636	β a - i	915	road (path)	Kapanawa	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1637	- d i - t i	916	road (path)	Arara	diti	carretera (camino trocha sendero)	d i + t i	diti	walk _ti			0
1638	n i + t i	1580	road (path)	Shanenawa	niti	carretera (camino trocha sendero)	n i + t i	niti	walk _ti			2904 2905
1639	n i + t i	1580	road (path)	Yawanawa	niti	carretera (camino trocha sendero)	n i + t i	niti	walk _ti			2904 2905
1640	β a - i	915	road (path)	Nukini	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1641	β a - i	915	road (path)	Poyanawa	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1642	β a - i	915	road (path)	Iskonawa	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1643	β a ʔ i	915	road (path)	Chakobo	βaʔi	carretera (camino trocha sendero)	β a ʔ i	βa?i	path			2901
1644	w a h i	915	road (path)	Pakawara	wahi	carretera (camino trocha sendero)	w a h i	wahi	path			2901
1645	β a - i	915	road (path)	Kakataibo	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1646	w a - i	915	road (path)	Kaxarari	wai	carretera (camino trocha sendero)	w a i	wai	path			2901
1647	ɸ a - i	915	road (path)	Mastanawa	ɸaj	carretera (camino trocha sendero)	ɸ a i	ɸaj	path			2901
1648	ɸ a j	915	road (path)	Chaninawa	ɸaj	carretera (camino trocha sendero)	ɸ a j	ɸaj	path			2902
1649	ɸ a - i	915	road (path)	Sharanawa	ɸai	carretera (camino trocha sendero)	ɸ a i	ɸai	path			2901
1650	w a ʔ i	915	road (path)	Amawaka	waʔi	carretera (camino trocha sendero)	w a ʔ i	waʔi	path			2901
1651	ɸ a - i	915	road (path)	Nawa	ɸaj	carretera (camino trocha sendero)	ɸ a i	ɸaj	path			2901
1652	ɸ a j	915	road (path)	Marinawa	ɸaj	carretera (camino trocha sendero)	ɸ a j	ɸaj	path			2902
1653	w a - i	915	road (path)	Yaminawa	wai	carretera (camino trocha sendero)	w a i	wai	path			2901
1654	β a j	915	road (path)	Kashinawa_P	βaj	carretera (camino trocha sendero)	β a j	βaj	path			2902
1655	β a - i	915	road (path)	Kashinawa_B	βai	carretera (camino trocha sendero)	β a i	βai	path			2901
1656	- d i - z i	916	road (path)	Araona	dizi	carretera (camino trocha sendero)	d i z i	dizi				0
1657	e d i - d i	916	road (path)	Tacana	edid'i	carretera (camino trocha sendero)	e d i d i	edid'i				0
1658	e d i - j i	916	road (path)	Cavinena	ediji	carretera (camino trocha sendero)	e d i j i	ediji				0
1659	e dʒː i o dʒː i	916	road (path)	Ese_ejja	ejjiojji	carretera (camino trocha sendero)	e dʒː i o dʒː i	ejjiojji				0
1660	β a k u - ɨ	327	egg	Matses	βakuɨ	huevo	β a k u ɨ	βakuɨ	breeding			486
1661	t u	328	egg	Matis	tu	huevo	t u	tu	gave_birth			938
1662	β a tʃ - - i	327	egg	Marubo	βatʃi	huevo	β a tʃ i	βatʃi	egg			937
1663	β a t - x i	327	egg	Katukina	βatxi	huevo	β a t x i	βatxi	egg			937
1664	β a tʃ - - i	327	egg	Shipibo_Konibo	βatʃi	huevo	β a tʃ i	βatʃi	egg			937
1665	β a tʃ - - i	327	egg	Kapanawa	βatʃi	huevo	β a tʃ i	βatʃi	egg			937
1666	β a tʃ - i	327	egg	Arara	βatʃi	huevo	β a tʃ i	βatʃi	egg			0
1667	ɸ a tʃ - - i	327	egg	Shanenawa	ɸatʃi	huevo	ɸ a tʃ i	ɸatʃi	egg			937
1668	β a tʃ - - i	327	egg	Yawanawa	βatʃi	huevo	β a tʃ i	βatʃi	egg			937
1669	β a tʃ - - i	327	egg	Iskonawa	βaʧi	huevo	β a tʃ i	βaʧi	egg			937
1670	β a tʃ - - i	327	egg	Chakobo	βatʃi	huevo	β a tʃ i	βatʃi	egg			937
1671	w a tʃ - - i	327	egg	Pakawara	watʃi	huevo	w a tʃ i	watʃi	egg			937
1672	β a ts - - i	327	egg	Kakataibo	βatsi	huevo	β a ts i	βatsi	egg			937
1673	w a tʃ - - i	327	egg	Kaxarari	watʃi	huevo	w a tʃ i	watʃi	egg			937
1674	t u	328	egg	Mastanawa	tu	huevo	t u	tu	gave_birth			938
1675	t uː	328	egg	Chaninawa	tu:	huevo	t uː	tu:	gave_birth			938
1676	t u	328	egg	Sharanawa	tu	huevo	t u	tu	gave_birth			938
1677	w a tʃ - - i	327	egg	Amawaka	wat͡ʃi	huevo	w a tʃ i	wat͡ʃi	egg			937
1678	t u	328	egg	Nawa	tu	huevo	t u	tu	gave_birth			938
1679	t u ʔ u	328	egg	Marinawa	tuʔu	huevo	t u ʔ u	tuʔu	gave_birth			939
1680	t u	328	egg	Yaminawa	tu	huevo	t u	tu	gave_birth			938
1681	β a tʃ - - i	327	egg	Kashinawa_P	βaʧi	huevo	β a tʃ i	βaʧi	egg			937
1682	β a tʃ - - i	327	egg	Kashinawa_B	βatʃi	huevo	β a tʃ i	βatʃi	egg			937
1683	e j a	329	egg	Araona	eja	huevo	e j a	eja				0
1684	e j a	329	egg	Tacana	eja	huevo	e j a	eja				0
1685	e c a	329	egg	Cavinena	eca	huevo	e c a	eca				0
1686	e dʒː a	329	egg	Ese_ejja	ejja	huevo	e dʒː a	ejja				0
1687	a k + t e	1395	water	Matses	akte	agua	a k + t e	akte	do _-:suffix/te			764 37
1688	w a k a	1391	water	Matis	waka	agua	w a k a	waka	liquid/βaka			4342
1689	w a k a	1391	water	Marubo	waka	agua	w a k a	waka	liquid/βaka			4342
1690	w a k a	1391	water	Katukina	waka	agua	w a k a	waka	liquid/βaka			4342
1691	w a k a	1391	water	Kanamari	waka	agua	w a k a	waka	liquid/βaka			4342
1692	u m p a ʂ	1396	water	Shipibo_Konibo	umpaʂ	agua	u m p a ʂ	umpaʂ	water/onpaʂ			4345
1693	h ɨ n ɨ	1390	water	Shipibo_Konibo	hɨnɨ	agua	h ɨ n ɨ	hɨnɨ	water/hɨnɨ			4339
1694	h ɨ n ɨ	1390	water	Kapanawa	hɨnɨ	agua	h ɨ n ɨ	hɨnɨ	water/hɨnɨ			4339
1695	β a k a	1391	water	Arara	βaka	agua	β a k a	βaka	liquid			0
1696	- ɨ n ɨ	1390	water	Shanenawa	ɨnɨ	agua	ɨ n ɨ	ɨnɨ	water/hɨnɨ			4339
1697	β a k a	1391	water	Yawanawa	βaka	agua	β a k a	βaka	liquid/βaka			4342
1698	w a k a	1391	water	Nukini	waka	agua	w a k a	waka	liquid/βaka			4342
1699	w a k a	1391	water	Poyanawa	waka	agua	w a k a	waka	liquid/βaka			4342
1700	ɨ p a h a	1394	water	Iskonawa	ɨpaha	agua	ɨ p a h a	ɨpaha	water/ɨpaha			4340
1701	h ɨ n ɨ	1390	water	Chakobo	hɨnɨ	agua	h ɨ n ɨ	hɨnɨ	water/hɨnɨ			4339
1702	h ɨ n ɨ	1390	water	Pakawara	hɨnɨ	agua	h ɨ n ɨ	hɨnɨ	water/hɨnɨ			4339
1703	o n p a ʂ	1392	water	Kakataibo	onpaʂ	agua	o n p a ʂ	onpaʂ	water/onpaʂ			4341
1704	w a k a	1391	water	Kaxarari	waka	agua	w a k a	waka	liquid/βaka			4342
1705	- ɨ d ɨ	1390	water	Mastanawa	ɨdɨ	agua	ɨ d ɨ	ɨdɨ	water/hɨnɨ			4339
1706	- ɨ d ɨ	1390	water	Chaninawa	ɨdɨ	agua	ɨ d ɨ	ɨdɨ	water/hɨnɨ			4339
1707	- ɨ d ɨ	1390	water	Sharanawa	ɨdɨ	agua	ɨ d ɨ	ɨdɨ	water/hɨnɨ			4339
1708	h ɨ ⁿd ɨ	1390	water	Amawaka	hɨndɨ	agua	h ɨ ⁿd ɨ	hɨndɨ	water/hɨnɨ			4339
1709	- ɨ d ɨ	1390	water	Nawa	ɨdɨ	agua	ɨ d ɨ	ɨdɨ	water/hɨnɨ			4339
1710	ɸ a k a	1391	water	Marinawa	ɸaka	agua	ɸ a k a	ɸaka	liquid/βaka			4342
1711	w a ʔ a	1391	water	Yaminawa	waʔa	agua	w a ʔ a	waʔa	liquid/βaka			4342
1712	h ɨ n ɨ	1390	water	Kashinawa_P	hɨnɨ	agua	h ɨ n ɨ	hɨnɨ	water/hɨnɨ			4339
1713	u m p a ʂ	1392	water	Kashinawa_P	umpaʂ	agua	u m p a ʂ	umpaʂ	water/onpaʂ			4341
1714	u n p a ʂ	1392	water	Kashinawa_B	unpaʂ	agua	u n p a ʂ	unpaʂ	water/onpaʂ			4341
1715	e n a	1393	water	Araona	ena	agua	e n a	ena				0
1716	e n a # j a h u i	1397	water	Tacana	ena yahui	agua	e n a # j a h u i	ena yahui				0
1717	e n a	1393	water	Cavinena	ena	agua	e n a	ena				0
1718	e n a	1393	water	Ese_ejja	ena	agua	e n a	ena				0
1719	k u ɨ + t e - -	403	fire	Matses	kuɨte	fuego	k u ɨ + t e	kuɨte	burn/kuɨ _-:suffix/te			1225 37
1720	m ɨ ʂ + t e - -	409	fire	Matis	mɨʂte	fuego	m ɨ ʂ + t e	mɨʂte	burn/mɨʂ _-:suffix/te			1224 1222
1721	tʃ i - -	402	fire	Marubo	tʃi	fuego	tʃ i	tʃi	fire			1222
1722	t iː - -	402	fire	Katukina	tii	fuego	t iː	tii	fire			1222
1723	tʃ i ʔ i	402	fire	Kanamari	tʃiʔi	fuego	tʃ i ʔ i	tʃi?i	fire			1222
1724	tʃ i - -	402	fire	Shipibo_Konibo	tʃi	fuego	tʃ i	tʃi	fire			1222
1725	tʃ iː - -	402	fire	Kapanawa	tʃii	fuego	tʃ iː	tʃii	fire			1222
1726	tʃ i - -	402	fire	Arara	tʃi	fuego	tʃ i	tʃi	fire			0
1727	tʃ i - -	402	fire	Shanenawa	tʃi	fuego	tʃ i	tʃi	fire			1222
1728	tʃ i - -	402	fire	Yawanawa	tʃi	fuego	tʃ i	tʃi	fire			1222
1729	h u s p i t i	408	fire	Nukini	huspiti	fuego	h u s p i t i	huspiti	?			1226
1730	- i ʃ i	402	fire	Nukini	iʃi	fuego	i ʃ i	iʃi	?			1222
1731	i k u t i m b a	407	fire	Poyanawa	ikutimba	fuego	i k u t i m b a	ikutimba	?			1227
1732	h ɨ n a	410	fire	Iskonawa	hɨna	fuego	h ɨ n a	hɨna	flame			1223
1733	tʃ i ʔ i	402	fire	Chakobo	tʃiʔi	fuego	tʃ i ʔ i	tʃi?i	fire			1222
1734	tʃ i ʔ i	402	fire	Pakawara	tʃiʔi	fuego	tʃ i ʔ i	tʃi?i	fire			1222
1735	ts i - -	402	fire	Kakataibo	tsi	fuego	ts i	tsi	fire			1222
